"DATE","DESCRIPTION","AMOUNT","ID","MEMO","CURRENT BALANCE"
"11/17/2021","DB DEBIT - 11-16-2021, NASHUA 877-357-7100      603-6737155  NH,AUTH# 832831 DEBIT CARD DEBIT","-$3.00","MwA5AHYAZwBMAGgAMgBsADQAVgBVAFoANQBwAE4AOQBtAHMARABJAC8AQQA9AD0A","","$5,207.91"
"11/16/2021","DB DEBIT - 11-16-2021, BRAR FAMILY DENTISTRY    603-8890601  NH,AUTH# 179207 DEBIT CARD DEBIT","-$253.00","ZwAxAHUAQQByADMAaABYAFkAMwBjAEIAVABUAFkARAA5AFcATgBiAFIAZwA9AD0A","","$5,210.91"
"11/16/2021","DB DEBIT - 11-16-2021, VENMO*                   VISA DIRECT  NY,AUTH# 191570 DEBIT CARD DEBIT","-$420.00","OAA0AGEAWQBaAGQAOABRADYASwA5ADAAQQB6AGwASwBwAFgAawBjADIAdwA9AD0A","","$5,463.91"
"11/16/2021","WITHDRAWAL ATM 1116 1226 190520 420 MIDDLESEX ROAD      TYNGSBOROUGH MA","-$58.00","ZQBKADUAaAAxAFcAMAAyAGsAWgBuAC8AUABqAGwATwBrAHAAbwBSADMAdwA9AD0A","","$5,883.91"
"11/16/2021","DB DEBIT - 11-15-2021, APPLE.COM/BILL           408-974-1010 CA,AUTH# 407093 DEBIT CARD DEBIT","-$4.99","ZAB3AG4AdAAyAEoAdwBVAHYAcwB3AG0ASwB3ADUAeABXAEwAYQBuAGQAQQA9AD0A","","$5,941.91"
"11/15/2021","DB DEBIT - 11-13-2021, EAST BROOK FITNESS       MANSFIELD CENCT,AUTH# 32638 DEBIT CARD DEBIT","-$13.77","TAA3AGUAagBxAFIAMAB0AHgAQgBMAGgAegBnAHcATAB6AG4AcwBMAFUAdwA9AD0A","","$5,946.90"
"11/12/2021","WITHDRAWAL ATM 1112 1707 743609 420 MIDDLESEX ROAD      TYNGSBOROUGH MA","-$58.00","OQBQADkAMgA2AGkAbQBYAEUAdgBvAFgASQBzAGsATQBKAFAAYQBQADQAZwA9AD0A","","$5,960.67"
"11/12/2021","DB DEBIT - 11-11-2021, DOORDASH*MCDONALDS       WWW.DOORDASH.CA,AUTH# 869577 DEBIT CARD DEBIT","-$31.04","SgBBAGMANABYAFkAMgBQAFAAcABYAEEANQBRAHAAMABvAGUAcQBWAFUAUQA9AD0A","","$6,018.67"
"11/10/2021","DB DEBIT - 11-10-2021, DOORDASH*CHICK-FIL-A     WWW.DOORDASH.CA,AUTH# 662369 DEBIT CARD DEBIT","-$39.84","KwBXAHYATwBQADgAMgBqADQAbQBhAGYAUABSAHYATwByADcAbwBIAGQAZwA9AD0A","","$6,049.71"
"11/09/2021","WITHDRAWAL ATM 1109 1713 776539 116 WEST PEARL STREET   NASHUA       NH","-$43.00","WgBWAE4ASABqAE8AOQB4AFgAeABkAFkASQBlAEcAWABBADYAaQBjAEsAdwA9AD0A","","$6,089.55"
"11/08/2021","DB DEBIT - 11-07-2021, GULF OIL 92037596        NASHUA       NH,AUTH# 660133 DEBIT CARD DEBIT","-$15.28","YgBhAG0AKwBVAFoAWABvAGgARQBVAE0AVABoAGUAdABzAEQAQQBDAGwAdwA9AD0A","","$6,132.55"
"11/06/2021","DB DEBIT - 11-06-2021, HANNAFORD #8186          NASHUA       NH,AUTH# 997102 DEBIT CARD DEBIT","-$39.48","SwBBAGwATwAzADgAcgB1AEQAUgA1AGUAcQB4AGMAbwBXAFYAdQBjAGsAZwA9AD0A","","$6,147.83"
"11/05/2021","DB DEBIT - 11-05-2021, VENMO*                   VISA DIRECT  NY,AUTH# 249305 DEBIT CARD DEBIT","-$100.00","UQBpAHMAVgBHAFkAVQBhADQAQQBuAC8AdQBQAHAALwBkAHYAVAAvAGoAZwA9AD0A","","$6,187.31"
"11/04/2021","ELECTRONIC WITHDRAWAL SUBSCRIPTION    ACORNS    110421","-$3.00","SQBRADMASgBtADAAaABzADgARwA0AHkAcwBUADcANgB0AE8ASABqAGwAQQA9AD0A","","$6,287.31"
"11/04/2021","TRANSFER TO MBR 5136510 ACCT 5 11/04/2021 03:29 989158. NISSAN INSURANCE - ","-$56.16","SwBsAEYAVgBVADAAOABNAHEANQA3ADAAZQBvADQAZwAzAEkAZQA2AGUAZwA9AD0A","","$6,290.31"
"11/03/2021","ELECTRONIC DEPOSIT - AGENUS INC      DIRECT DEP211105","$2,077.08","ZQBxAHYAawBEAE0AUAA0ADkAcgA2ADkAdwBnAG4ARwBiAEcAUABMAGgAUQA9AD0A","","$6,346.47"
"11/03/2021","DB DEBIT - 11-03-2021, DOORDASH*SUBWAY          WWW.DOORDASH.CA,AUTH# 155260 DEBIT CARD DEBIT","-$18.48","agB0ADkAWABnAFgAQwBsAFEAVQBwAEgAegBJAFYAawBRAGIAcwBBADYAQQA9AD0A","","$4,269.39"
"11/03/2021","DB DEBIT - 11-03-2021, APPLE.COM/BILL           866-712-7753 CA,AUTH# 254669 DEBIT CARD DEBIT","-$7.99","egBrACsAcgB0ADMAUwBmAFkAUQB2AE4ANABZADMAdgBLAGMAdQBCAEkAQQA9AD0A","","$4,287.87"
"11/02/2021","DB DEBIT - 11-01-2021, LINODE                   855-454-6633 PA,AUTH# 285226 DEBIT CARD DEBIT","-$5.00","YQBYADEAaQBRAGQARgBkAG0AdQB2AHcAeQArAHcAcABDAFcAbABxADEAdwA9AD0A","","$4,295.86"
"10/31/2021","INC TAX - INCOME TAX WITHHOLDING INCOME TAX WITHHOLDING","-$0.18","eQAxADUAdgBmAEoAQwBHAFcAbwBiAFYAbABWAHMASABYAHYAaABpAG0AQQA9AD0A","","$4,300.86"
"10/31/2021","DIVIDEND","$0.76","aQBFAEMAWQBxADIAdwB3ADMARgByAGQAZQA2ADMAMgBqAG8ANQA4AHkAUQA9AD0A","","$4,301.04"
"10/31/2021","DB DEBIT - 10-31-2021, TST* BOSTON BILLIARD CL  NASHUA       NH,AUTH# 488608 DEBIT CARD DEBIT","-$66.19","MwBnAHUASQBrAFkAYgA3AFMASABhAGsAcQBsADgAaAB3ADMATQBjAC8AdwA9AD0A","","$4,300.28"
"10/31/2021","DB DEBIT - 10-29-2021, SHOWCASE CINEMAS         LOWELL       MA,AUTH# 882110 DEBIT CARD DEBIT","-$22.23","LwBsAEIAOQBkAGEAZQAvAE0AWQB0AC8AWAAyAHgAKwBrAHYAcABpADUAdwA9AD0A","","$4,366.47"
"10/30/2021","DB DEBIT - 10-29-2021, EXXONMOBIL    97455489   LOWELL       MA,AUTH# 874664 DEBIT CARD DEBIT","-$2.22","SgBsAEsAZABIAE0AWQBxAGIAKwBaAEEAbwBBADUAcQB6ACsAWQBoADcAdwA9AD0A","","$4,388.70"
"10/30/2021","DB DEBIT - 10-30-2021, DOORDASH*SUBWAY          WWW.DOORDASH.CA,AUTH# 598397 DEBIT CARD DEBIT","-$18.51","RQB6AEIAdABDAGcAbABxAGkAWAA3AGUAUgBQADAAUABzADUAMAB5AGEAZwA9AD0A","","$4,390.92"
"10/25/2021","DB DEBIT - 10-24-2021, DUNKIN #337711 Q35       STORRS MANSFICT,AUTH# 282650 DEBIT CARD DEBIT","-$12.18","dwBMAFEANgB2AGcAZQBFAGIAdwBNADIAegBnAFUAdwBXAFkASwAyAGgAUQA9AD0A","","$4,409.43"
"10/25/2021","DB DEBIT - 10-25-2021, GRUBHUBWINGSOVERSTORR    GRUBHUB.COM  NY,AUTH# 113132 DEBIT CARD DEBIT","-$27.14","RABIAFUAWgBsADEARgBlAG0AVQBaAGYAcgAzAE4AeABZAE4ALwBzAHgAUQA9AD0A","","$4,421.61"
"10/25/2021","DB DEBIT - 10-25-2021, GRUBHUBWINGSOVERSTORR    GRUBHUB.COM  NY,AUTH# 108930 DEBIT CARD DEBIT","-$27.14","MQB4AHMAbwBlAHcAbQBFAEoAVgBRADMAcQBsADYANQBLAGYAYQB1AFgAQQA9AD0A","","$4,448.75"
"10/25/2021","DB DEBIT - 10-23-2021, TA #22  WILLINGTON FAS   WILLINGTON   CT,AUTH# 942586 DEBIT CARD DEBIT","-$10.72","NwBCAHgAYgAxAG8AVQBzAHAAcgBoAHQAWQBOAGIAdQBZAFoAYwB5AE8AZwA9AD0A","","$4,475.89"
"10/25/2021","DB DEBIT - 10-24-2021, UBER   TRIP              HELP.UBER.COMCA,AUTH# 106553 DEBIT CARD DEBIT","-$12.93","TQB6AGIAaQB6AFkAYwBvAHQAQQBMAFYAcgA3AHQAVQBvADQAbABCAHQAUQA9AD0A","","$4,486.61"
"10/25/2021","DB DEBIT - 10-23-2021, HUSKIES TAVERN           STORRS MANSFICT,AUTH# 70417 DEBIT CARD DEBIT","-$13.14","cwBBAFgAVQBzAC8AawBTAEIAcQBlAGkAMwBHAEwASgBsAGUALwAwAEoAQQA9AD0A","","$4,499.54"
"10/25/2021","DB DEBIT - 10-23-2021, HUSKIES TAVERN           STORRS MANSFICT,AUTH# 60449 DEBIT CARD DEBIT","-$9.79","VgBCACsANQB6AEIAbgBHAG4ATwBtAFAAYQBRADgAbgB6AFQAQQBoADUAdwA9AD0A","","$4,512.68"
"10/25/2021","DB DEBIT - 10-23-2021, SHELL OIL 57544923600    NASHUA       NH,AUTH# 889261 DEBIT CARD DEBIT","-$20.22","ZgB4AGsAMQA3AHMASwBjAEgARwBHAGYAbQBPAG8AcABIADEAVABTAEUAQQA9AD0A","","$4,522.47"
"10/25/2021","DB DEBIT - 10-22-2021, CASA VIEJA               603-9437240  NH,AUTH# 333957 DEBIT CARD DEBIT","-$122.46","QgA3AG0AYQB0AEEATwBoAHQAdABQAGgARgBnAFoALwBlAHcATgBaADgAUQA9AD0A","","$4,542.69"
"10/25/2021","DB DEBIT - 10-23-2021, KOHL S #0533             NASHUA       NH,AUTH# 787831 DEBIT CARD DEBIT","-$50.00","aQBOADcAbAA2AE0AUABEAGsAcABmAG4AdwBiAGkAUwBEAFoAVAArAE8AZwA9AD0A","","$4,665.15"
"10/23/2021","DB DEBIT - 10-23-2021, PHO TAI LOC              NASHUA       NH,AUTH# 395972 DEBIT CARD DEBIT","-$181.00","UwBjAHoAeQBMADUAcgBjAGcATwBCAEkANgA4AGwAawAvAGoAYgBlAEcAZwA9AD0A","","$4,715.15"
"10/23/2021","DB DEBIT - 10-23-2021, DOORDASH*CHICK-FIL-A     WWW.DOORDASH.CA,AUTH# 91257 DEBIT CARD DEBIT","-$32.47","ZABLAHMATwB1AGgAdgBDAEgARgA0AFUAcABQAFoATwBoAEUAcgBIAEEAZwA9AD0A","","$4,896.15"
"10/22/2021","DEPOSIT $2077.08 ONLINE DEPOSIT: REF # 57910047","$2,077.08","dwAzADAAYwBtAHIASQBvAFQANgB6AFUASwBtAFAASABmAC8ASQBaAFQAdwA9AD0A","","$4,928.62"
"10/22/2021","DB DEBIT - 10-21-2021, WENDYS                   NASHUA       NH,AUTH# 470888 DEBIT CARD DEBIT","-$14.84","NQBWAGgAcwB5AFoAaABpAGsANgBmAE4AagBWAGcAdwByAGQAYwBzACsAQQA9AD0A","","$2,851.54"
"10/20/2021","DB DEBIT - 10-19-2021, WENDYS                   NASHUA       NH,AUTH# 116420 DEBIT CARD DEBIT","-$14.84","UABvAFoATgBmAGgAWQB5ACsAcABjAFMATQBEAGgAKwB3ADMAVgB3AEkAUQA9AD0A","","$2,866.38"
"10/20/2021","DB DEBIT - 10-19-2021, PULSE SOLUTIONS          HTTPSPULSEGROCA,AUTH# 279426 DEBIT CARD DEBIT","-$50.00","KwAzADMAMQA4ADAAZwBwAGoAZABwAHYAcAAvADcAVAA5AHMAQwBaADQAdwA9AD0A","","$2,881.22"
"10/18/2021","DB DEBIT - 10-18-2021, GOPUFF                   185-540-0783 PA,AUTH# 358378 DEBIT CARD DEBIT","-$5.95","UgByAHkAQwAyAEsARwB1AFgAcwBRAE0AUQB6AGQAVABCAGMAdgBsAHAAZwA9AD0A","","$2,931.22"
"10/18/2021","DB DEBIT - 10-17-2021, EXXONMOBIL    97546071   WINDSOR      CT,AUTH# 87142 DEBIT CARD DEBIT","-$21.84","dgA3AFYAWgBzAG4AVQBrAGoASQBLADIAYwBFAEUAQwBTADUAWgBVAGwAdwA9AD0A","","$2,937.17"
"10/18/2021","DB DEBIT - 10-17-2021, APPLE.COM/BILL           866-712-7753 CA,AUTH# 664903 DEBIT CARD DEBIT","-$2.99","OABxAEsAZQB0AE0AZgBRAEIAMABqADIAOQA4AFkAbgBkAHUAdgBtAEUAQQA9AD0A","","$2,959.01"
"10/18/2021","DB DEBIT - 10-17-2021, VENMO*                   VISA DIRECT  NY,AUTH# 42974 DEBIT CARD DEBIT","-$45.00","QQA5ACsAUgBqAGYAMgByADkAZABNAEsARgBUAG4AOQBZAG8AMABTAGwAQQA9AD0A","","$2,962.00"
"10/18/2021","DB DEBIT - 10-16-2021, SQ *MOFONGO RESTAURANT   WINDSOR      CT,AUTH# 335114 DEBIT CARD DEBIT","-$15.89","bABaADEAVgAxAHQAWQB5AFEAUwBwADgANQBwADcANgArADgAVwBvAGMAQQA9AD0A","","$3,007.00"
"10/16/2021","DB DEBIT - 10-15-2021, MCDONALD S F6154         WORCESTER    MA,AUTH# 659822 DEBIT CARD DEBIT","-$8.66","RABQAGYAZwB2AHAAOABiAG4AQQBBAE4ATgBNAGgAYQBVAGwARABxAGMAUQA9AD0A","","$3,022.89"
"10/16/2021","DB DEBIT - 10-15-2021, HANNAFORD #8186          NASHUA       NH,AUTH# 523053 DEBIT CARD DEBIT","-$22.68","WgAxACsAdQAyAFcAUABXADMASwBwADIAeAA0AGUAVABmAFUAbwBiADkAUQA9AD0A","","$3,031.55"
"10/16/2021","DB DEBIT - 10-15-2021, APPLE.COM/BILL           866-712-7753 CA,AUTH# 229525 DEBIT CARD DEBIT","-$4.99","ZAA0AHcAUwByAEMAdgB3ADEAZQBLAGgANgBUAFkAbwBmAG4AZwAyAEgAdwA9AD0A","","$3,054.23"
"10/15/2021","WITHDRAWAL POS 1015 1215 398375 WENDYS                  NASHUA       NH","-$15.39","ZABPAGYAYQBoAFQAaQBmAGoAbgBVAGMASQBXAHoASABvAFQAUgArAHAAdwA9AD0A","","$3,059.22"
"10/14/2021","DB DEBIT - 10-13-2021, EAST BROOK FITNESS       MANSFIELD CENCT,AUTH# 884830 DEBIT CARD DEBIT","-$13.77","cgBpAEQAMgBPAHoAaQBxADAAZQBIAGgANQBqAGgAUABHAEkAVgBZAHIAdwA9AD0A","","$3,074.61"
"10/12/2021","TRANSFER TO MBR 5136510 ACCT 5 MOBILE BANKING TRANSFER:637696638218842119. MEDICAL REIMBURSEMENT - ","-$1,036.12","NgBCAEUAUQArAHQAaQBZAGMAMQA1AEIAcgB5AEgAMwBBAGwATgAwAGEAUQA9AD0A","","$3,088.38"
"10/12/2021","DEPOSIT $1036.12 ONLINE DEPOSIT: REF # 57832755","$1,036.12","SAAzAGcAVwB5AGsAWgBjAHkAcQA2AFIAdgBvAE8ARwBjADUAOABaAHcAQQA9AD0A","","$4,124.50"
"10/09/2021","DB DEBIT - 10-09-2021, VENMO*                   VISA DIRECT  NY,AUTH# 808959 DEBIT CARD DEBIT","-$25.00","eQBSAEYAMAArADMAcABUAG8ARwBMAFEAQgBMAG0ATwA3AG0AbABCAGoAQQA9AD0A","","$3,088.38"
"10/08/2021","DB DEBIT - 10-08-2021, VENMO*                   VISA DIRECT  NY,AUTH# 185327 DEBIT CARD DEBIT","-$80.00","MABvAEcANgB1AGwAZABTAGwAaABWAFEAWQBSAHYAagBXAFoAZQB2AEgAQQA9AD0A","","$3,113.38"
"10/07/2021","DB DEBIT - 10-06-2021, BUFFALO WILD WINGS       NASHUA       NH,AUTH# 911460 DEBIT CARD DEBIT","-$86.55","TwArAHMAQgArAGkAVwAvAE4AMQAzAGoATQB1AE8AOQB0AFcASgBVAEUAQQA9AD0A","","$3,193.38"
"10/06/2021","DB DEBIT - 10-05-2021, SOMERVILLE               SOMERVILLE   MA,AUTH# 290506 DEBIT CARD DEBIT","-$1.50","agBsAHkAaQB5AEMAeQBMAGMAeQBoADUAcwB6AHoAUABsAEMATABRADUAQQA9AD0A","","$3,279.93"
"10/06/2021","DB DEBIT - 10-05-2021, SHELL OIL 57544923709    NASHUA       NH,AUTH# 963853 DEBIT CARD DEBIT","-$40.19","NQBhAGkATAB4AGcAQgA4AFIAQgA0AEMAUABwAEEARwBQAFAAOABlAFMAZwA9AD0A","","$3,281.43"
"10/05/2021","DB DEBIT - 10-04-2021, DICK S SPORTING GOODS61  NASHUA       NH,AUTH# 715622 DEBIT CARD DEBIT","-$70.99","bgBrAHEAWABEAEoAQwBKAHYAbQBzAEwAdABUAFYAawBYAGYAdgA1AEEAdwA9AD0A","","$3,321.62"
"10/04/2021","ELECTRONIC WITHDRAWAL SUBSCRIPTION    ACORNS    100421","-$3.00","SQBoAFQAdABaAHcAdwAvADYAeQBZAE8AcAArACsAZAA2AFAANwBzAHcAUQA9AD0A","","$3,392.61"
"10/04/2021","TRANSFER TO MBR 5136510 ACCT 5 10/04/2021 04:36 227399. NISSAN INSURANCE - ","-$56.16","cwB5AC8AdQBOAEkAaQBWAHMAawBuAHkATQA5ADEATQAwAG4ASgBnAFUAdwA9AD0A","","$3,395.61"
"10/02/2021","DB DEBIT - 10-02-2021, LINODE                   855-454-6633 PA,AUTH# 980996 DEBIT CARD DEBIT","-$5.00","eABaADAAbAByAE0ANAB1AHIAYwBpAFgAUQBqADcAMgBQAGcANABLACsAZwA9AD0A","","$3,451.77"
"09/30/2021","INC TAX - INCOME TAX WITHHOLDING INCOME TAX WITHHOLDING","-$0.40","dQAwADMAYwBaAEcATAAxADcAdwBWAGMAdQBPAEYAagBZAFoARwBmAG4AUQA9AD0A","","$3,456.77"
"09/30/2021","DIVIDEND","$1.69","VABmAFIAZwAxAGgAeQBrAGoAbwB0AEYAKwAwAFEAawBmAHcAMQBpAGoAZwA9AD0A","","$3,457.17"
"09/30/2021","DB DEBIT - 9-30-2021, APPLE.COM/BILL           866-712-7753 CA,AUTH# 244631 DEBIT CARD DEBIT","-$7.99","agA1AGEATwBjAG8AUAAxAC8AOQB4ADYAegBVAEsARABZAG8AVgBoADcAZwA9AD0A","","$3,455.48"
"09/24/2021","DB DEBIT - 9-23-2021, DRUG TESTING LLC         703-774-4117 VA,AUTH# 380027 DEBIT CARD DEBIT","-$63.00","NgBtAEYASgBJAG4ANQArAGkAYgBwADYASQBjAE8AOABqAGsAOQA1ADAAQQA9AD0A","","$3,463.47"
"09/23/2021","DB DEBIT - 9-23-2021, VENMO*                   VISA DIRECT  NY,AUTH# 319410 DEBIT CARD DEBIT","-$636.46","ZgBZAHQAMABGAEUAdABhADMAbwBqAFYAMwB0AGMAZgBhAG4AMABHACsAdwA9AD0A","","$3,526.47"
"09/23/2021","DB DEBIT - 9-22-2021, CALIFORNIA BURRITOS AMH  603-8202511  NH,AUTH# 681983 DEBIT CARD DEBIT","-$10.46","ZQBYAGkANABEADMAUQAzAGwAbABBAE8AeABGADIAKwBiAEEAUwBFAEcAZwA9AD0A","","$4,162.93"
"09/23/2021","DB DEBIT - 9-22-2021, TARGET.COM  *            800-591-3869 MN,AUTH# 661386 DEBIT CARD DEBIT","-$10.99","VABaAEoAVgBUAGQARABnAEMAMABHADEAQgBHAHYANwBiADcAWAAvAGkAUQA9AD0A","","$4,173.39"
"09/20/2021","DB DEBIT - 9-19-2021, PULSE SOLUTIONS          HTTPSPULSEGROCA,AUTH# 57437 DEBIT CARD DEBIT","-$50.00","WABBAFYAZQA5AGIAcABWAEoASABZADQAVABmAFIATQBYADEANgBXAGMAdwA9AD0A","","$4,184.38"
"09/18/2021","DB DEBIT - 9-18-2021, GOPUFF                   185-540-0783 PA,AUTH# 29617 DEBIT CARD DEBIT","-$5.95","RwA5AHUAeQBFAGYAYQBBAFEATgA2AHkAcgAvAGcAbQBIADkAVwBDADQAdwA9AD0A","","$4,234.38"
"09/17/2021","DB DEBIT - 9-17-2021, APPLE.COM/BILL           866-712-7753 CA,AUTH# 242876 DEBIT CARD DEBIT","-$2.99","TwBIAFoAagAyAFUAdQBKAHYASABVADYAdABoAEkANABsAGoAawBOAGgAQQA9AD0A","","$4,240.33"
"09/15/2021","DB DEBIT - 9-15-2021, APPLE.COM/BILL           866-712-7753 CA,AUTH# 913462 DEBIT CARD DEBIT","-$4.99","MgByAEoAaQBCAHUAWgBiAG8AMwBwAGsAUQBvAGkAMQB0AGgAZgBXAHQAQQA9AD0A","","$4,243.32"
"09/15/2021","DB DEBIT - 9-15-2021, UBER   TRIP              HELP.UBER.COMCA,AUTH# 716813 DEBIT CARD DEBIT","-$11.91","aABEAHcAbgB4AEYARwBwADIATwBxAHcAagA1AGoAOQA1AG8AQgBSAGYAZwA9AD0A","","$4,248.31"
"09/14/2021","DB DEBIT - 9-13-2021, EAST BROOK FITNESS       MANSFIELD CENCT,AUTH# 702262 DEBIT CARD DEBIT","-$13.77","TQBVAGgAcwBPADgAcABBAHAAZgBOAG0AMQAxADEALwBUAEMAegBOAEEAUQA9AD0A","","$4,260.22"
"09/13/2021","DB DEBIT - 9-09-2021, NASHUA MARGARITAS-124    603-4308905  NH,AUTH# 602025 DEBIT CARD DEBIT","-$35.16","ZgAvAGwAUgBaADAAcgBvADEAdgAxAEgASAB2AG8AcgBMAEEAeQAxAHUAQQA9AD0A","","$4,273.99"
"09/11/2021","DB DEBIT - 9-10-2021, PAYPAL *DISNEY PLUS      402-935-7733 CA,AUTH# 349106 DEBIT CARD DEBIT","-$7.99","MQBuAGsASgAvAHMARwBYAEUASAA0AHkAbgBVAHUAbAA3AHIARgB5ADEAQQA9AD0A","","$4,309.15"
"09/11/2021","DB DEBIT - 9-10-2021, THE FLIGHT CENTER BEER   NASHUA       NH,AUTH# 260856 DEBIT CARD DEBIT","-$26.89","ZwBjAEgAaABJAHoANwA0AGYASQBlAEYAbABEAFYAVwBQAGYAOQB1AFUAdwA9AD0A","","$4,317.14"
"09/09/2021","DB DEBIT - 9-09-2021, 9640 AMC ONLINE          888-440-4262 KS,AUTH# 723527 DEBIT CARD DEBIT","-$15.08","OQBLAGkARAAvAHYAYQA1AHAAaABxAEMATQA0AFEAOQBVAHkAOQA4ADUAdwA9AD0A","","$4,344.03"
"09/09/2021","DB DEBIT - 9-09-2021, 9640 AMC ONLINE          888-440-4262 KS,AUTH# 722031 DEBIT CARD DEBIT","-$1.99","OQA0AHoAMABMAEkAVAB4AFMAeABUADYAVwA0AGMAMwA5AEoATABXAEgAZwA9AD0A","","$4,359.11"
"09/07/2021","DB DEBIT - 9-07-2021, BRAR FAMILY DENTISTRY    NASHUA       NH,AUTH# 43046 DEBIT CARD DEBIT","-$147.00","RQBZAE8AcABWAFYAbgArAFAATgBsAEoATQBWAFMAMgArAEoAVABWADgAQQA9AD0A","","$4,361.10"
"09/07/2021","ELECTRONIC WITHDRAWAL SUBSCRIPTION    ACORNS    090721","-$1.00","aABLAHAARQBRAGEASgBqADEAMwB6ADAARABWAGcAcABDAGsATwBxAHUAUQA9AD0A","","$4,508.10"
"09/07/2021","DB DEBIT - 9-05-2021, TST* BOSTON BILLIARD CL  NASHUA       NH,AUTH# 549135 DEBIT CARD DEBIT","-$44.79","MQBwACsATABOAHAAdgBSAE8AZgBzAEMASQBvAEYAaABkAFMAbwAwAGMAdwA9AD0A","","$4,509.10"
"09/07/2021","DB DEBIT - 9-04-2021, PAYPAL *PLAYSTATION      402-935-7733 CA,AUTH# 142545 DEBIT CARD DEBIT","-$9.99","ZQBKADUARgB6AEkAdAA5AG0AUwBXADkAOABGAHQAUwBvAGoARgB3AFoAZwA9AD0A","","$4,553.89"
"09/07/2021","DB DEBIT - 9-04-2021, YOSHIMAMA JAPANESE FUS   NASHUA       NH,AUTH# 451562 DEBIT CARD DEBIT","-$20.35","egBSAHMAcABuAGgASQBaAHIATwBZAEQAVwBFAHMASwBFAGIANAA3AHIAQQA9AD0A","","$4,563.88"
"09/04/2021","TRANSFER FROM ACCT 5136510-005 - MOBILE BANKING TRANSFER:637663688259462706","$20.00","WgBmAEQAMABFAHgAZAByAG8AOQBqAHMANQAxACsAVwBFAFYATQBpAEwAUQA9AD0A","","$4,584.23"
"09/04/2021","DB DEBIT - 9-03-2021, THE FLIGHT CENTER BEER   NASHUA       NH,AUTH# 867378 DEBIT CARD DEBIT","-$59.87","cwA5AEgAcAB1AHoAeABFAGQAcwBnAFoAMwAzAFQARgBnAEoAWQBMAHgAQQA9AD0A","","$4,564.23"
"09/04/2021","TRANSFER TO MBR 5136510 ACCT 5 09/04/2021 03:33 514541. NISSAN INSURANCE - ","-$56.16","ZgBnADIATwBtAEMAdgA3AFUATgBIAEUAdQBtAFoAUAA4ADQAMgBjAGgAQQA9AD0A","","$4,624.10"
"09/03/2021","WITHDRAWAL POS 0903 1419 555442 WENDYS                  NASHUA       NH","-$18.09","WgA2AHUAaABlAG8ARwBrAFoAbABLAFEAZgA5AEgAVQBvACsAVwBBADQAQQA9AD0A","","$4,680.26"
"09/02/2021","DB DEBIT - 9-02-2021, APPLE.COM/BILL           866-712-7753 CA,AUTH# 494569 DEBIT CARD DEBIT","-$13.98","eQBLAGsAdgBkAGUAdgBSAG0AdwBLADcAOQBpAFQAOABvAE4AKwA1AEEAUQA9AD0A","","$4,698.35"
"09/02/2021","ELECTRONIC DEPOSIT - 1501HEADWALL PHOPAYROLL   082821","$644.63","SgBFAHMAOAB0AGUAaABZADUAdABYAGIAMABjAHEAOQBXAHEAcwBVAGgAZwA9AD0A","","$4,712.33"
"09/02/2021","DB DEBIT - 9-02-2021, PAYPAL *HULU             402-935-7733 CA,AUTH# 557489 DEBIT CARD DEBIT","-$11.99","TwBCAE0AbABDAEYAWgBtAEEAbwBRAFMASgBVAFgAagB3ADgAQQB5AGEAQQA9AD0A","","$4,067.70"
"09/02/2021","DB DEBIT - 9-01-2021, CALIFORNIA BURRITOS AMH  603-8202511  NH,AUTH# 284003 DEBIT CARD DEBIT","-$13.19","dgBoAFUARgBDAEQANgBIAHQAbABPAFAAVABQAHYAaABSAFAAaQBMAHkAZwA9AD0A","","$4,079.69"
"09/01/2021","DB DEBIT - 9-01-2021, LINODE                   855-454-6633 PA,AUTH# 857894 DEBIT CARD DEBIT","-$5.00","VgBDAEUAYQAzADQATwBtAE0ASABIAE8AcwBFAEYATABsAEUAeQBwAHEAZwA9AD0A","","$4,092.88"
"09/01/2021","DB DEBIT - 8-31-2021, PAYPAL *PLAYSTATION      402-935-7733 CA,AUTH# 742022 DEBIT CARD DEBIT","-$9.99","KwBTADQAbgBmADAARgBLAE8AaAB3ADEAbQBOAHUATQBGAEgAeABvAGQAZwA9AD0A","","$4,097.88"
"08/31/2021","INC TAX - INCOME TAX WITHHOLDING INCOME TAX WITHHOLDING","-$0.39","bgAvACsAVwBhAG0AaAAwADEAcwA2AEkAOQBqAGcAOQBEAG0AZgAvAEQAZwA9AD0A","","$4,107.87"
"08/31/2021","DIVIDEND","$1.65","NwBPAGcAUABZADUAcwBLAHIAQwB4AHQARwBqAEIASAB6AEUAdwBwAGUAZwA9AD0A","","$4,108.26"
"08/30/2021","DB DEBIT - 8-28-2021, THE FLIGHT CENTER BEER   NASHUA       NH,AUTH# 939684 DEBIT CARD DEBIT","-$80.13","MwBZAGwAcQA4AGoATgA2AEUAdwBGAHAAWQByADkAaQB4AFYAeQBaAEYAdwA9AD0A","","$4,106.61"
"08/28/2021","DB DEBIT - 8-27-2021, PAYPAL *PLAYSTATION      402-935-7733 CA,AUTH# 271843 DEBIT CARD DEBIT","-$29.99","MABMAHEARAB3AE4ATAAzAGcAUwBlAEsAaQBTADkAdgA5AGkAaABlAFUAZwA9AD0A","","$4,186.74"
